,loss,val_loss,lr
0,22369.619140625,19084.697265625,0.001
1,19571.37109375,17585.123046875,0.001
2,19636.0625,17143.92578125,0.001
3,19218.23828125,22818.34375,0.001
4,20335.642578125,24580.01953125,0.001
5,19486.3671875,17963.79296875,0.001
6,19978.171875,26665.3515625,0.001
7,19062.83203125,19973.248046875,0.001
8,19855.80859375,20775.833984375,0.001
9,20137.607421875,17949.80078125,0.001
10,19440.39453125,25143.525390625,0.001
11,20435.353515625,18460.232421875,0.001
12,19336.537109375,21181.05859375,0.001
13,10312.81640625,11072.1689453125,0.0005
14,9819.41796875,11219.79296875,0.0005
15,10185.7470703125,10967.1396484375,0.0005
16,9800.0380859375,13018.0322265625,0.0005
17,9955.453125,10322.220703125,0.0005
18,9817.91796875,9866.2646484375,0.0005
19,9784.0126953125,10236.5830078125,0.0005
20,10042.8291015625,10546.73046875,0.0005
21,9724.6875,9125.150390625,0.0005
22,9846.857421875,11257.158203125,0.0005
23,9878.9013671875,12237.9482421875,0.0005
24,10095.15625,8714.0537109375,0.0005
25,9885.4150390625,10784.6796875,0.0005
26,9814.869140625,10541.7919921875,0.0005
27,9700.4609375,9390.0595703125,0.0005
28,9921.708984375,9967.845703125,0.0005
29,9832.3603515625,9003.427734375,0.0005
30,9844.6298828125,9194.2509765625,0.0005
31,9811.1962890625,10925.474609375,0.0005
32,9852.0166015625,10299.34765625,0.0005
33,9781.4423828125,10091.2421875,0.0005
34,9851.263671875,9709.2353515625,0.0005
35,5015.53857421875,4619.80126953125,0.00025
36,4879.60888671875,4467.89208984375,0.00025
37,4858.2998046875,5195.67529296875,0.00025
38,4872.03466796875,4029.737548828125,0.00025
39,4929.412109375,5850.24072265625,0.00025
40,4816.65283203125,4575.9287109375,0.00025
41,4914.55078125,4330.25927734375,0.00025
42,4888.91162109375,4285.55517578125,0.00025
43,4947.22998046875,5852.96728515625,0.00025
44,4915.77978515625,4440.28955078125,0.00025
45,4954.642578125,5721.56396484375,0.00025
46,4866.3701171875,5207.3017578125,0.00025
47,4702.4970703125,4630.2158203125,0.00025
48,4830.12353515625,4229.10400390625,0.00025
49,2499.511474609375,2791.403564453125,0.000125
50,2485.269775390625,2747.79345703125,0.000125
51,2441.302978515625,2486.936279296875,0.000125
52,2455.587158203125,2290.965576171875,0.000125
53,2478.0126953125,2534.2705078125,0.000125
54,2501.813232421875,2444.695068359375,0.000125
55,2409.474609375,2310.8427734375,0.000125
56,2520.270263671875,2338.45703125,0.000125
57,2474.315673828125,2603.31005859375,0.000125
58,2517.88037109375,2025.1943359375,0.000125
59,2509.68359375,2571.8486328125,0.000125
60,2453.832275390625,2857.8798828125,0.000125
61,2441.906494140625,2536.1005859375,0.000125
62,2499.54541015625,2830.35400390625,0.000125
63,2540.93115234375,2699.34765625,0.000125
64,2554.05322265625,3083.481689453125,0.000125
65,2500.1513671875,2605.069091796875,0.000125
66,2484.985595703125,2597.09375,0.000125
67,2431.633056640625,2184.000732421875,0.000125
68,2427.931884765625,2221.8193359375,0.000125
69,1290.41015625,1320.24951171875,6.25e-05
70,1278.482421875,1316.236083984375,6.25e-05
71,1219.1148681640625,1221.9312744140625,6.25e-05
72,1194.596923828125,1254.3548583984375,6.25e-05
73,1278.7392578125,1156.4891357421875,6.25e-05
74,1243.368408203125,1128.80908203125,6.25e-05
75,1214.2918701171875,1121.43701171875,6.25e-05
76,1235.8687744140625,1371.822509765625,6.25e-05
77,1240.4771728515625,1398.125,6.25e-05
78,1240.0933837890625,1392.31005859375,6.25e-05
79,1265.81884765625,1309.3388671875,6.25e-05
80,1217.18310546875,1175.306884765625,6.25e-05
81,1243.2064208984375,1257.850341796875,6.25e-05
82,1305.22509765625,1302.285888671875,6.25e-05
83,1257.2288818359375,1233.178955078125,6.25e-05
84,1234.5179443359375,1216.4334716796875,6.25e-05
85,1240.5360107421875,1251.7662353515625,6.25e-05
86,648.4556274414062,594.2434692382812,3.125e-05
87,648.482421875,583.5486450195312,3.125e-05
88,649.4907836914062,668.0813598632812,3.125e-05
89,645.335205078125,692.4708862304688,3.125e-05
90,638.3460083007812,724.291748046875,3.125e-05
91,651.3709716796875,763.2584228515625,3.125e-05
92,646.7568359375,707.9774169921875,3.125e-05
93,650.3251953125,683.1004028320312,3.125e-05
94,646.7205200195312,773.5001831054688,3.125e-05
95,645.9571533203125,576.5182495117188,3.125e-05
96,641.1134643554688,680.3321533203125,3.125e-05
97,654.7415771484375,623.4259033203125,3.125e-05
98,666.6539916992188,629.0828857421875,3.125e-05
99,645.854736328125,580.9537353515625,3.125e-05
